,vc2c,vc3c,wf24f,wf4f,wf2f,pk
0,0.870967741935484,0.741935483870968,0.647435897435897,0.737179487179487,0.702380952380952,0.923076923076923
1,0.774193548387097,0.741935483870968,0.663003663003663,0.727106227106227,0.720695970695971,0.871794871794872
2,0.854838709677419,0.790322580645161,0.629120879120879,0.696886446886447,0.724358974358974,0.897435897435897
3,0.838709677419355,0.951612903225806,0.632783882783883,0.70970695970696,0.717032967032967,0.794871794871795
4,0.903225806451613,0.758064516129032,0.635531135531136,0.744505494505495,0.728021978021978,0.948717948717949
5,0.806451612903226,0.790322580645161,0.639194139194139,0.746336996336996,0.72985347985348,0.948717948717949
6,0.629032258064516,0.790322580645161,0.631868131868132,0.744505494505495,0.728937728937729,0.871794871794872
7,0.887096774193548,0.806451612903226,0.626373626373626,0.722527472527472,0.731684981684982,0.871794871794872
8,0.774193548387097,0.758064516129032,0.642857142857143,0.6996336996337,0.713369963369963,0.82051282051282
9,0.870967741935484,0.806451612903226,0.635531135531136,0.70970695970696,0.71978021978022,0.897435897435897
10,0.854838709677419,0.758064516129032,0.627289377289377,0.721611721611722,0.70054945054945,0.871794871794872
11,0.903225806451613,0.741935483870968,0.619047619047619,0.737179487179487,0.71978021978022,0.897435897435897
12,0.887096774193548,0.758064516129032,0.626373626373626,0.71978021978022,0.722527472527472,0.897435897435897
13,0.838709677419355,0.82258064516129,0.654761904761905,0.728021978021978,0.713369963369963,0.897435897435897
14,0.870967741935484,0.854838709677419,0.649267399267399,0.71978021978022,0.75,0.82051282051282
15,0.82258064516129,0.725806451612903,0.639194139194139,0.717032967032967,0.724358974358974,0.923076923076923
16,0.870967741935484,0.709677419354839,0.633699633699634,0.713369963369963,0.707875457875458,0.871794871794872
17,0.838709677419355,0.806451612903226,0.630952380952381,0.732600732600733,0.717032967032967,0.846153846153846
18,0.790322580645161,0.774193548387097,0.619047619047619,0.717948717948718,0.726190476190476,0.846153846153846
19,0.758064516129032,0.790322580645161,0.638278388278388,0.736263736263736,0.710622710622711,0.871794871794872
20,0.82258064516129,0.758064516129032,0.644688644688645,0.728937728937729,0.728937728937729,0.923076923076923
21,0.838709677419355,0.67741935483871,0.654761904761905,0.732600732600733,0.737179487179487,0.846153846153846
22,0.838709677419355,0.774193548387097,0.644688644688645,0.741758241758242,0.694139194139194,0.846153846153846
23,0.82258064516129,0.661290322580645,0.648351648351648,0.724358974358974,0.703296703296703,0.923076923076923
24,0.919354838709677,0.709677419354839,0.613553113553114,0.722527472527472,0.738095238095238,0.948717948717949
25,0.854838709677419,0.806451612903226,0.634615384615385,0.712454212454212,0.70970695970696,0.923076923076923
26,0.854838709677419,0.774193548387097,0.658424908424908,0.732600732600733,0.716117216117216,0.923076923076923
27,0.774193548387097,0.806451612903226,0.644688644688645,0.726190476190476,0.720695970695971,0.923076923076923
28,0.870967741935484,0.790322580645161,0.626373626373626,0.693223443223443,0.714285714285714,0.769230769230769
29,0.806451612903226,0.903225806451613,0.65018315018315,0.718864468864469,0.731684981684982,0.897435897435897
30,0.887096774193548,0.774193548387097,0.654761904761905,0.70970695970696,0.713369963369963,0.897435897435897
31,0.790322580645161,0.790322580645161,0.622710622710623,0.732600732600733,0.713369963369963,0.897435897435897
32,0.854838709677419,0.774193548387097,0.632783882783883,0.732600732600733,0.705128205128205,0.923076923076923
33,0.854838709677419,0.725806451612903,0.644688644688645,0.707875457875458,0.72985347985348,0.923076923076923
34,0.82258064516129,0.790322580645161,0.661172161172161,0.746336996336996,0.708791208791209,1
35,0.903225806451613,0.725806451612903,0.634615384615385,0.706043956043956,0.715201465201465,0.871794871794872
36,0.887096774193548,0.774193548387097,0.619047619047619,0.750915750915751,0.743589743589744,0.82051282051282
37,0.838709677419355,0.790322580645161,0.639194139194139,0.717948717948718,0.71978021978022,0.794871794871795
38,0.806451612903226,0.774193548387097,0.65018315018315,0.71978021978022,0.736263736263736,0.871794871794872
39,0.774193548387097,0.741935483870968,0.619047619047619,0.723443223443223,0.730769230769231,0.82051282051282
40,0.838709677419355,0.774193548387097,0.641941391941392,0.72985347985348,0.713369963369963,0.794871794871795
41,0.82258064516129,0.758064516129032,0.643772893772894,0.758241758241758,0.740842490842491,0.82051282051282
42,0.887096774193548,0.709677419354839,0.648351648351648,0.731684981684982,0.720695970695971,0.923076923076923
43,0.838709677419355,0.854838709677419,0.66025641025641,0.725274725274725,0.741758241758242,0.82051282051282
44,0.838709677419355,0.790322580645161,0.632783882783883,0.728937728937729,0.6996336996337,0.871794871794872
45,0.774193548387097,0.82258064516129,0.638278388278388,0.746336996336996,0.739010989010989,0.871794871794872
46,0.806451612903226,0.693548387096774,0.636446886446886,0.721611721611722,0.713369963369963,0.897435897435897
47,0.774193548387097,0.725806451612903,0.636446886446886,0.752747252747253,0.684981684981685,0.846153846153846
48,0.854838709677419,0.774193548387097,0.624542124542125,0.742673992673993,0.692307692307692,0.769230769230769
49,0.838709677419355,0.741935483870968,0.646520146520147,0.712454212454212,0.706043956043956,0.871794871794872
50,0.838709677419355,0.82258064516129,0.605311355311355,0.731684981684982,0.6996336996337,0.871794871794872
51,0.758064516129032,0.758064516129032,0.646520146520147,0.728937728937729,0.702380952380952,0.871794871794872
52,0.919354838709677,0.870967741935484,0.649267399267399,0.724358974358974,0.717032967032967,0.871794871794872
53,0.903225806451613,0.709677419354839,0.634615384615385,0.730769230769231,0.75,0.82051282051282
54,0.806451612903226,0.725806451612903,0.66025641025641,0.714285714285714,0.705128205128205,0.871794871794872
55,0.806451612903226,0.790322580645161,0.618131868131868,0.728937728937729,0.707875457875458,0.948717948717949
56,0.870967741935484,0.693548387096774,0.673076923076923,0.732600732600733,0.71978021978022,0.897435897435897
57,0.870967741935484,0.790322580645161,0.641025641025641,0.71978021978022,0.706043956043956,0.871794871794872
58,0.838709677419355,0.82258064516129,0.639194139194139,0.736263736263736,0.722527472527472,0.846153846153846
59,0.870967741935484,0.790322580645161,0.637362637362637,0.731684981684982,0.732600732600733,0.897435897435897
60,0.838709677419355,0.82258064516129,0.635531135531136,0.742673992673993,0.711538461538462,0.948717948717949
61,0.790322580645161,0.725806451612903,0.652930402930403,0.723443223443223,0.707875457875458,0.923076923076923
62,0.870967741935484,0.758064516129032,0.611721611721612,0.710622710622711,0.720695970695971,0.846153846153846
63,0.838709677419355,0.725806451612903,0.628205128205128,0.737179487179487,0.703296703296703,0.871794871794872
64,0.806451612903226,0.774193548387097,0.659340659340659,0.718864468864469,0.733516483516483,0.769230769230769
65,0.82258064516129,0.774193548387097,0.658424908424908,0.723443223443223,0.726190476190476,0.871794871794872
66,0.82258064516129,0.725806451612903,0.639194139194139,0.716117216117216,0.70970695970696,0.897435897435897
67,0.82258064516129,0.725806451612903,0.641025641025641,0.713369963369963,0.735347985347985,0.871794871794872
68,0.725806451612903,0.709677419354839,0.63003663003663,0.728937728937729,0.712454212454212,0.923076923076923
69,0.838709677419355,0.709677419354839,0.654761904761905,0.733516483516483,0.727106227106227,0.923076923076923
70,0.854838709677419,0.758064516129032,0.642857142857143,0.736263736263736,0.75,0.948717948717949
71,0.854838709677419,0.725806451612903,0.641025641025641,0.697802197802198,0.717032967032967,0.948717948717949
72,0.838709677419355,0.82258064516129,0.630952380952381,0.714285714285714,0.704212454212454,0.897435897435897
73,0.854838709677419,0.790322580645161,0.642857142857143,0.727106227106227,0.733516483516483,0.923076923076923
74,0.838709677419355,0.693548387096774,0.626373626373626,0.723443223443223,0.695054945054945,0.846153846153846
75,0.838709677419355,0.725806451612903,0.628205128205128,0.716117216117216,0.698717948717949,0.923076923076923
76,0.758064516129032,0.645161290322581,0.635531135531136,0.727106227106227,0.725274725274725,0.794871794871795
77,0.870967741935484,0.854838709677419,0.656593406593407,0.718864468864469,0.712454212454212,0.897435897435897
78,0.790322580645161,0.661290322580645,0.637362637362637,0.724358974358974,0.744505494505495,0.846153846153846
79,0.82258064516129,0.774193548387097,0.633699633699634,0.720695970695971,0.714285714285714,0.82051282051282
80,0.82258064516129,0.709677419354839,0.630952380952381,0.728021978021978,0.6996336996337,0.923076923076923
81,0.838709677419355,0.709677419354839,0.638278388278388,0.732600732600733,0.708791208791209,0.769230769230769
82,0.82258064516129,0.758064516129032,0.657509157509158,0.728021978021978,0.735347985347985,0.923076923076923
83,0.870967741935484,0.741935483870968,0.635531135531136,0.717948717948718,0.722527472527472,0.871794871794872
84,0.774193548387097,0.806451612903226,0.632783882783883,0.748168498168498,0.69047619047619,0.897435897435897
85,0.693548387096774,0.870967741935484,0.641025641025641,0.755494505494506,0.731684981684982,0.923076923076923
86,0.838709677419355,0.725806451612903,0.627289377289377,0.725274725274725,0.755494505494506,0.846153846153846
87,0.887096774193548,0.774193548387097,0.652930402930403,0.717032967032967,0.725274725274725,0.871794871794872
88,0.935483870967742,0.709677419354839,0.63003663003663,0.70054945054945,0.72985347985348,0.897435897435897
89,0.838709677419355,0.806451612903226,0.651098901098901,0.705128205128205,0.720695970695971,0.794871794871795
90,0.838709677419355,0.82258064516129,0.626373626373626,0.737179487179487,0.703296703296703,0.769230769230769
91,0.887096774193548,0.758064516129032,0.628205128205128,0.745421245421245,0.73992673992674,0.897435897435897
92,0.838709677419355,0.725806451612903,0.646520146520147,0.736263736263736,0.717032967032967,0.923076923076923
93,0.774193548387097,0.806451612903226,0.661172161172161,0.710622710622711,0.727106227106227,0.948717948717949
94,0.82258064516129,0.806451612903226,0.656593406593407,0.730769230769231,0.742673992673993,0.897435897435897
95,0.741935483870968,0.758064516129032,0.633699633699634,0.718864468864469,0.704212454212454,0.948717948717949
96,0.854838709677419,0.774193548387097,0.64010989010989,0.750915750915751,0.70970695970696,0.897435897435897
97,0.838709677419355,0.82258064516129,0.647435897435897,0.734432234432235,0.71978021978022,0.923076923076923
98,0.870967741935484,0.790322580645161,0.63003663003663,0.724358974358974,0.71978021978022,0.82051282051282
99,0.758064516129032,0.790322580645161,0.654761904761905,0.721611721611722,0.723443223443223,0.897435897435897
