dataset_name,random_state,cm_tr,cm_ts
wf2f,1586326972,"[1410  347    0    7    0 1661   16    0  178   19   65    0  604   36
    0   21]",[352  88   0   1   0 418   2   0  43   4  19   0 151   8   0   6]
wf2f,292988335,"[1397  361    0    6    0 1664   13    0  178   16   68    0  606   34
    0   21]",[349  90   0   2   0 415   5   0  43   7  16   0 145  11   0   9]
wf4f,536714102,"[1423  336    0    5    1 1661   15    0  175   29   58    0  609   37
    0   15]",[348  90   0   3   0 417   3   0  36   4  26   0 147  12   0   6]
wf2f,1980932681,"[1391  368    0    5    0 1662   15    0  169   18   75    0  599   37
    0   25]",[355  83   0   3   0 417   3   0  52   5   9   0 152   8   0   5]
wf2f,1056830043,"[1393  365    0    6    0 1663   14    0  174   16   72    0  596   41
    0   24]",[359  80   0   2   0 416   4   0  47   7  12   0 156   3   0   6]
wf2f,1278535671,"[1400  359    0    5    0 1660   17    0  173   19   70    0  597   39
    0   25]",[347  91   0   3   0 419   1   0  47   5  14   0 155   5   0   5]
wf4f,150112056,"[1413  345    0    6    1 1663   13    0  168   26   68    0  602   37
    0   22]",[355  84   0   2   0 415   5   0  44   6  16   0 149  10   0   6]
wf2f,1040585337,"[1392  368    0    4    0 1663   14    0  179   19   64    0  599   38
    0   24]",[340  97   0   4   0 416   4   0  41   5  20   0 152   7   0   6]
wf4f,76675552,"[1419  339    0    6    1 1661   15    0  168   29   65    0  606   35
    0   20]",[362  77   0   2   0 417   3   0  42   5  19   0 149   8   0   8]
wf2f,829986915,"[1395  362    0    7    0 1662   15    0  171   21   70    0  609   34
    0   18]",[336 104   0   1   0 417   3   0  49   3  14   0 150  11   0   4]
wf2f,254628334,"[1395  361    0    8    0 1663   14    0  169   19   74    0  602   37
    0   22]",[349  92   0   0   0 416   4   0  52   4  10   0 152   8   0   5]
wf2f,851227813,"[1407  349    0    8    0 1660   17    0  174   19   69    0  604   37
    0   20]",[343  98   0   0   0 419   1   0  46   5  15   0 157   7   0   1]
wf2f,2111180817,"[1397  360    0    7    0 1662   15    0  177   17   68    0  605   40
    0   16]",[335 105   0   1   0 417   3   0  43   7  16   0 152   5   0   8]
wf4f,2070448984,"[1421  337    0    6    1 1661   15    0  169   27   66    0  600   42
    0   19]",[349  90   0   2   0 417   3   0  40   8  18   0 150  13   0   2]
wf2f,399499449,"[1399  359    0    6    0 1665   12    0  170   17   75    0  601   39
    0   21]",[355  84   0   2   0 414   6   0  52   5   9   0 150   6   0   9]
wf4f,835526394,"[1414  344    0    6    1 1661   15    0  168   26   68    0  607   37
    0   17]",[362  77   0   2   0 417   3   0  44   6  16   0 152   9   0   4]
wf2f,879897629,"[1392  367    0    5    0 1660   17    0  175   20   67    0  600   38
    0   23]",[346  92   0   3   0 419   1   0  44   5  17   0 152   6   0   7]
wf2f,390873262,"[1391  366    0    7    0 1660   17    0  178   19   65    0  607   31
    0   23]",[344  96   0   1   0 419   1   0  41   6  19   0 145  13   0   7]
wf2f,838666224,"[1394  364    0    6    0 1661   16    0  173   21   68    0  600   36
    0   25]",[341  98   0   2   0 418   2   0  47   3  16   0 152   8   0   5]
wf4f,831782023,"[1417  341    0    6    2 1661   14    0  166   24   72    0  606   40
    0   15]",[368  71   0   2   1 415   4   0  42  12  12   0 155   4   0   6]
wf2f,345568667,"[1384  373    0    7    0 1662   15    0  181   14   67    0  602   38
    0   21]",[344  96   0   1   0 417   3   0  39  10  17   0 156   7   0   2]
wf2f,674751741,"[1376  381    0    7    0 1661   16    0  178   18   66    0  608   32
    0   21]",[357  83   0   1   0 418   2   0  42   6  18   0 147  12   0   6]
wf4f,173714041,"[1431  328    0    5    2 1660   15    0  169   28   65    0  600   42
    0   19]",[345  93   0   3   1 416   3   0  39   8  19   0 158   4   0   3]
wf2f,614349878,"[1384  375    0    5    0 1663   14    0  172   23   67    0  602   35
    0   24]",[350  88   0   3   0 416   4   0  47   2  17   0 150   9   0   6]
wf2f,1565921456,"[1395  363    0    6    0 1661   16    0  176   21   65    0  600   34
    0   27]",[350  89   0   2   0 418   2   0  43   4  19   0 152  10   0   3]
wf4f,448781952,"[1419  338    0    7    2 1662   13    0  166   26   70    0  597   47
    0   17]",[353  87   0   1   1 414   5   0  44   8  14   0 146  15   0   4]
wf2f,700577981,"[1401  357    0    6    0 1662   15    0  173   18   71    0  606   36
    0   19]",[332 107   0   2   0 417   3   0  46   7  13   0 152   8   0   5]
wf2f,835275023,"[1404  356    0    4    0 1664   13    0  173   21   68    0  600   33
    0   28]",[343  93   0   5   0 415   5   0  49   1  16   0 151  12   0   2]
wf4f,1538414818,"[1417  342    0    5    3 1660   14    0  168   29   65    0  600   39
    0   22]",[360  78   0   3   0 416   4   0  42   5  19   0 150   7   0   8]
wf2f,1372041979,"[1396  363    0    5    0 1664   13    0  180   17   65    0  601   34
    0   26]",[351  87   0   3   0 415   5   0  41   6  19   0 151  10   0   4]
wf2f,1687681813,"[1392  367    0    5    0 1663   14    0  175   18   69    0  601   36
    0   24]",[350  88   0   3   0 416   4   0  45   6  15   0 151   8   0   6]
wf2f,1216982159,"[1383  374    0    7    0 1660   17    0  178   14   70    0  606   39
    0   16]",[351  89   0   1   0 419   1   0  40  12  14   0 156   5   0   4]
wf4f,226674600,"[1434  323    0    7    1 1660   16    0  164   33   65    0  622   36
    0    3]",[346  94   0   1   0 418   2   0  44   3  19   0 157   7   0   1]
wf2f,267322110,"[1398  359    0    7    0 1664   13    0  181   17   64    0  603   41
    0   17]",[349  91   0   1   0 415   5   0  39   7  20   0 155   3   0   7]
wf2f,1916154678,"[1388  369    0    7    0 1663   14    0  175   21   66    0  601   35
    0   25]",[359  81   0   1   0 416   4   0  46   2  18   0 150  10   0   5]
wf4f,722158869,"[1433  325    0    6    3 1657   17    0  169   27   66    0  604   36
    0   21]",[346  93   0   2   1 418   1   0  39   9  18   0 152  10   0   3]
wf2f,1896513159,"[1373  385    0    6    0 1662   15    0  173   21   68    0  606   34
    0   21]",[369  70   0   2   0 417   3   0  47   3  16   0 146  10   0   9]
wf2f,43597691,"[1395  362    0    7    0 1664   13    0  175   19   68    0  605   38
    0   18]",[366  74   0   1   0 415   5   0  47   3  16   0 147   6   0  12]
wf4f,992352623,"[1414  346    0    4    1 1662   14    0  168   26   68    0  602   37
    0   22]",[367  70   0   4   0 416   4   0  43   7  16   0 150   7   0   8]
wf2f,2063848834,"[1386  374    0    4    0 1664   13    0  180   14   68    0  595   41
    0   25]",[330 107   0   4   0 415   5   0  39  11  16   0 155   5   0   5]
wf2f,1885254942,"[1388  368    0    8    0 1661   16    0  181   19   62    0  612   31
    0   18]",[352  89   0   0   0 418   2   0  38   6  22   0 147  13   0   5]
wf2f,975070137,"[1394  363    0    7    0 1666   11    0  176   16   70    0  604   35
    0   22]",[356  84   0   1   0 413   7   0  44   6  16   0 147  10   0   8]
wf2f,827166624,"[1392  365    0    7    0 1662   15    0  180   18   64    0  609   36
    0   16]",[364  76   0   1   0 417   3   0  41   5  20   0 149   8   0   8]
wf4f,2015820521,"[1426  332    0    6    1 1662   14    0  169   25   68    0  592   50
    0   19]",[339 100   0   2   0 416   4   0  40  10  16   0 152   9   0   4]
wf2f,1429796205,"[1404  353    0    7    0 1663   14    0  173   21   68    0  608   33
    0   20]",[344  96   0   1   0 416   4   0  48   2  16   0 149  12   0   4]
wf4f,1947729121,"[1403  353    0    8    1 1662   14    0  166   30   66    0  605   37
    0   19]",[370  71   0   0   0 416   4   0  45   3  18   0 154   6   0   5]
wf2f,54454491,"[1397  362    0    5    0 1665   12    0  180   14   68    0  596   37
    0   28]",[341  97   0   3   0 414   6   0  42   8  16   0 154   9   0   2]
wf2f,1292477511,"[1402  356    0    6    0 1664   13    0  174   20   68    0  605   33
    0   23]",[356  82   0   3   0 415   5   0  48   2  16   0 147  11   0   7]
wf4f,293835627,"[1429  327    0    8    2 1661   14    0  168   24   70    0  604   40
    0   17]",[354  87   0   0   1 415   4   0  42  10  14   0 155   7   0   3]
wf2f,1614471612,"[1415  343    0    6    0 1665   12    0  172   18   72    0  605   35
    0   21]",[338 101   0   2   0 414   6   0  49   5  12   0 147   9   0   9]
wf2f,1062239611,"[1404  354    0    6    0 1663   14    0  171   20   71    0  606   39
    0   16]",[348  91   0   2   0 416   4   0  50   3  13   0 153   5   0   7]
wf4f,1056830043,"[1414  344    0    6    3 1660   14    0  166   24   72    0  600   41
    0   20]",[366  73   0   2   0 416   4   0  44  10  12   0 158   3   0   4]
wf2f,1406300211,"[1387  370    0    7    0 1661   16    0  173   22   67    0  606   34
    0   21]",[345  95   0   1   0 418   2   0  47   2  17   0 151  11   0   3]
wf2f,468338682,"[1393  363    0    8    0 1661   16    0  175   19   68    0  604   38
    0   19]",[371  70   0   0   0 418   2   0  46   4  16   0 154   4   0   7]
wf2f,2006175329,"[1393  363    0    8    0 1662   15    0  182   21   59    0  611   34
    0   16]",[367  74   0   0   0 417   3   0  38   3  25   0 152   8   0   5]
wf4f,164662770,"[1418  338    0    8    3 1660   14    0  170   26   66    0  604   34
    0   23]",[366  75   0   0   0 416   4   0  40   8  18   0 151  10   0   4]
wf2f,1191732320,"[1391  367    0    6    0 1660   17    0  172   21   69    0  614   32
    0   15]",[341  98   0   2   0 419   1   0  47   4  15   0 146  12   0   7]
wf2f,105877503,"[1402  354    0    8    0 1665   12    0  182   15   65    0  605   33
    0   23]",[342  99   0   0   0 414   6   0  40   7  19   0 151  12   0   2]
wf4f,2026330702,"[1416  343    0    5    1 1661   15    0  167   26   69    0  602   41
    0   18]",[352  86   0   3   0 417   3   0  41  10  15   0 156   6   0   3]
wf2f,1837987233,"[1390  368    0    6    0 1661   16    0  177   19   66    0  606   31
    0   24]",[344  95   0   2   0 418   2   0  42   6  18   0 146  13   0   6]
wf2f,1717248433,"[1392  365    0    7    0 1662   15    0  176   19   67    0  606   29
    0   26]",[348  92   0   1   0 417   3   0  44   5  17   0 146  15   0   4]
wf2f,1320910298,"[1387  370    0    7    0 1663   14    0  183   21   58    0  604   37
    0   20]",[354  86   0   1   0 416   4   0  37   3  26   0 154   7   0   4]
wf2f,76675552,"[1391  367    0    6    0 1662   15    0  175   22   65    0  603   36
    0   22]",[362  77   0   2   0 417   3   0  45   2  19   0 149   8   0   8]
wf2f,1531777415,"[1396  362    0    6    0 1664   13    0  174   17   71    0  600   36
    0   25]",[354  85   0   2   0 415   5   0  46   5  15   0 151   9   0   5]
wf2f,150112056,"[1396  362    0    6    0 1664   13    0  174   20   68    0  603   35
    0   23]",[347  92   0   2   0 415   5   0  47   3  16   0 148  10   0   7]
wf2f,641931343,"[1398  360    0    6    0 1660   17    0  175   20   67    0  604   36
    0   21]",[342  97   0   2   0 419   1   0  43   6  17   0 148   8   0   9]
wf4f,172788376,"[1439  319    0    6    3 1657   17    0  164   30   68    0  612   36
    0   13]",[345  94   0   2   1 418   1   0  44   6  16   0 152   8   0   5]
wf2f,63040297,"[1396  361    0    7    0 1663   14    0  176   20   66    0  600   34
    0   27]",[342  98   0   1   0 416   4   0  45   3  18   0 151  11   0   3]
wf2f,377822342,"[1400  357    0    7    0 1662   15    0  173   22   67    0  611   32
    0   18]",[347  93   0   1   0 417   3   0  46   3  17   0 147  12   0   6]
wf4f,1291312215,"[1423  335    0    6    1 1661   15    0  163   29   70    0  601   35
    0   25]",[354  85   0   2   0 417   3   0  47   5  14   0 151   9   0   5]
wf2f,831782023,"[1391  367    0    6    0 1663   14    0  176   14   72    0  601   39
    0   21]",[362  77   0   2   0 416   4   0  45   9  12   0 153   5   0   7]
wf2f,714771773,"[1403  355    0    6    0 1662   15    0  178   16   68    0  602   34
    0   25]",[348  91   0   2   0 417   3   0  43   7  16   0 150  10   0   5]
wf2f,835526394,"[1396  362    0    6    0 1662   15    0  176   18   68    0  605   35
    0   21]",[351  88   0   2   0 417   3   0  45   5  16   0 151   9   0   5]
wf2f,1530937790,"[1390  368    0    6    0 1662   15    0  178   20   64    0  607   34
    0   20]",[339 100   0   2   0 417   3   0  41   5  20   0 150  11   0   4]
wf2f,730575025,"[1399  358    0    7    0 1663   14    0  173   19   70    0  608   36
    0   17]",[355  85   0   1   0 416   4   0  48   4  14   0 152   8   0   5]
wf2f,133006160,"[1386  371    0    7    0 1661   16    0  180   21   61    0  615   28
    0   18]",[345  95   0   1   0 418   2   0  38   5  23   0 143  16   0   6]
wf2f,1538414818,"[1399  360    0    5    0 1663   14    0  177   20   65    0  603   36
    0   22]",[352  86   0   3   0 416   4   0  44   3  19   0 149   8   0   8]
wf4f,318237287,"[1411  347    0    6    1 1663   13    0  171   29   62    0  600   34
    0   27]",[368  71   0   2   0 415   5   0  41   3  22   0 152  10   0   3]
wf2f,1090505867,"[1392  365    0    7    0 1665   12    0  174   21   67    0  604   33
    0   24]",[345  95   0   1   0 414   6   0  47   2  17   0 147  12   0   6]
wf2f,448781952,"[1381  376    0    7    0 1664   13    0  174   18   70    0  604   35
    0   22]",[345  95   0   1   0 415   5   0  47   5  14   0 148  11   0   6]
wf4f,1551589007,"[1428  328    0    8    1 1661   15    0  164   30   68    0  609   34
    0   18]",[349  92   0   0   0 417   3   0  44   6  16   0 155  10   0   0]
wf2f,1374845114,"[1393  364    0    7    0 1661   16    0  173   20   69    0  611   34
    0   16]",[344  96   0   1   0 418   2   0  47   4  15   0 150  10   0   5]
wf2f,1208057369,"[1395  363    0    6    0 1664   13    0  170   21   71    0  607   37
    0   17]",[345  94   0   2   0 415   5   0  50   3  13   0 151   7   0   7]
wf2f,1000819612,"[1388  368    0    8    0 1663   14    0  174   18   70    0  598   37
    0   26]",[355  86   0   0   0 416   4   0  48   4  14   0 153   8   0   4]
pk,468338682,[ 30   8   2 116],[ 5  5  1 28]
wf2f,992352623,"[1384  375    0    5    0 1663   14    0  174   20   68    0  602   37
    0   22]",[368  69   0   4   0 416   4   0  47   3  16   0 150   7   0   8]
pk,1320910298,[ 29   9   1 117],[ 4  6  0 29]
wf2f,536714102,"[1390  369    0    5    0 1662   15    0  180   24   58    0  610   35
    0   16]",[338 100   0   3   0 417   3   0  40   0  26   0 147  10   0   8]
wf2f,722158869,"[1404  354    0    6    0 1660   17    0  179   17   66    0  601   33
    0   27]",[342  97   0   2   0 419   1   0  40   8  18   0 151  11   0   3]
pk,377822342,[ 26  12   5 113],[ 6  4  0 29]
wf4f,702861175,"[1428  328    0    8    0 1665   12    0  160   28   74    0  599   44
    0   18]",[348  93   0   0   3 411   6   0  50   6  10   0 149  14   0   2]
pk,133006160,[ 26  12   3 115],[ 4  6  1 28]
pk,1837987233,[ 28  10   3 115],[ 6  4  0 29]
wf2f,2007166991,"[1375  384    0    5    0 1660   17    0  179   19   64    0  600   38
    0   23]",[360  78   0   3   0 419   1   0  39   7  20   0 152   6   0   7]
pk,1000819612,[ 25  13   3 115],[ 7  3  0 29]
pk,641931343,[ 25  13   1 117],[ 4  6  4 25]
wf4f,1717248433,"[1423  334    0    7    1 1661   15    0  166   29   67    0  611   29
    0   21]",[356  84   0   1   1 416   3   0  42   7  17   0 146  15   0   4]
pk,1191732320,[ 26  12   3 115],[ 6  4  0 29]
pk,1530937790,[ 26  12   2 116],[ 8  2  2 27]
pk,913970101,[ 27  11   5 113],[ 8  2  2 27]
wf2f,368961245,"[1392  364    0    8    0 1663   14    0  169   18   75    0  609   35
    0   17]",[363  78   0   0   0 416   4   0  52   5   9   0 146   9   0  10]
pk,1531777415,[ 28  10   4 114],[ 2  8  0 29]
pk,1374845114,[ 28  10   4 114],[ 8  2  1 28]
pk,571639701,[ 26  12   4 114],[ 7  3  1 28]
pk,714771773,[ 25  13   3 115],[ 7  3  3 26]
wf2f,293835627,"[1396  360    0    8    0 1663   14    0  177   15   70    0  602   38
    0   21]",[358  83   0   0   0 416   4   0  44   8  14   0 156   6   0   3]
pk,2007166991,[ 27  11   2 116],[ 7  3  0 29]
pk,1574939224,[ 27  11   3 115],[ 4  6  1 28]
pk,1090505867,[ 27  11   3 115],[ 7  3  0 29]
pk,1448292546,[ 30   8   2 116],[ 4  6  1 28]
wf2f,1947729121,"[1392  364    0    8    0 1663   14    0  176   20   66    0  599   38
    0   24]",[367  74   0   0   0 416   4   0  46   2  18   0 153   6   0   6]
pk,223177552,[ 27  11   3 115],[ 6  4  0 29]
pk,536714102,[ 27  11   1 117],[ 6  4  3 26]
pk,349113877,[ 28  10   3 115],[ 6  4  0 29]
pk,380269677,[ 26  12   3 115],[ 7  3  1 28]
pk,2070448984,[ 24  14   2 116],[ 7  3  3 26]
pk,1675535513,[ 27  11   3 115],[ 8  2  1 28]
pk,1250963153,[ 27  11   3 115],[ 3  7  0 29]
wf4f,1586326972,"[1438  319    0    7    3 1658   16    0  170   27   65    0  610   35
    0   16]",[350  90   0   1   1 417   2   0  40   7  19   0 152   8   0   5]
pk,173714041,[ 27  11   2 116],[ 7  3  3 26]
pk,375682159,[ 27  11   3 115],[ 8  2  2 27]
pk,292988335,[ 26  12   3 115],[ 6  4  1 28]
wf2f,834749963,"[1403  354    0    7    0 1664   13    0  170   20   72    0  599   36
    0   26]",[344  96   0   1   0 415   5   0  51   3  12   0 152   9   0   4]
pk,226674600,[ 29   9   2 116],[ 6  4  1 28]
pk,139017236,[ 29   9   3 115],[ 5  5  1 28]
pk,829986915,[ 28  10   2 116],[ 5  5  0 29]
pk,1688120438,[ 26  12   4 114],[ 6  4  1 28]
pk,2015820521,[ 26  12   3 115],[ 8  2  1 28]
pk,915280321,[ 26  12   4 114],[ 6  4  1 28]
pk,879897629,[ 29   9   1 117],[ 4  6  0 29]
pk,1772115024,[ 25  13   2 116],[ 8  2  3 26]
wf4f,63040297,"[1435  322    0    7    1 1662   14    0  165   31   66    0  592   45
    0   24]",[343  97   0   1   3 413   4   0  43   5  18   0 146  17   0   2]
pk,1056830043,[ 27  11   5 113],[ 9  1  3 26]
pk,919435187,[ 27  11   1 117],[ 6  4  3 26]
wf2f,2026330702,"[1389  370    0    5    0 1662   15    0  172   21   69    0  596   39
    0   26]",[339  99   0   3   0 417   3   0  48   3  15   0 156   6   0   3]
pk,823797517,[ 28  10   2 116],[ 5  5  0 29]
pk,2111180817,[ 25  13   4 114],[ 9  1  2 27]
pk,1278535671,[ 26  12   2 116],[ 9  1  3 26]
wf2f,164662770,"[1394  362    0    8    0 1663   14    0  179   17   66    0  600   35
    0   26]",[363  78   0   0   0 416   4   0  42   6  18   0 152   9   0   4]
pk,1687681813,[ 27  11   3 115],[ 6  4  3 26]
pk,567860406,[ 27  11   3 115],[ 6  4  2 27]
pk,838666224,[ 29   9   3 115],[ 5  5  1 28]
pk,851227813,[ 26  12   3 115],[ 6  4  0 29]
pk,43597691,[ 26  12   2 116],[ 5  5  2 27]
pk,495778187,[ 24  14   2 116],[ 6  4  1 28]
pk,700577981,[ 27  11   3 115],[ 6  4  1 28]
pk,1429796205,[ 28  10   2 116],[ 4  6  0 29]
pk,345568667,[ 26  12   4 114],[ 6  4  2 27]
pk,844867540,[ 29   9   2 116],[ 5  5  2 27]
pk,267322110,[ 28  10   1 117],[ 6  4  2 27]
pk,1406300211,[ 27  11   2 116],[ 5  5  2 27]
pk,835275023,[ 28  10   1 117],[ 6  4  2 27]
pk,1980932681,[ 30   8   3 115],[ 5  5  0 29]
pk,827166624,[ 25  13   2 116],[ 7  3  1 28]
pk,448781952,[ 26  12   3 115],[ 7  3  3 26]
pk,1916154678,[ 29   9   3 115],[ 5  5  0 29]
pk,1614471612,[ 28  10   2 116],[ 4  6  1 28]
pk,254628334,[ 28  10   3 115],[ 5  5  0 29]
pk,722158869,[ 26  12   4 114],[ 8  2  2 27]
wf4f,1040585337,"[1417  343    0    4    1 1662   14    0  172   26   64    0  606   37
    0   18]",[346  91   0   4   0 416   4   0  40   6  20   0 154   7   0   4]
pk,1885254942,[ 28  10   4 114],[ 6  4  0 29]
pk,105877503,[ 27  11   2 116],[ 5  5  0 29]
pk,390873262,[ 26  12   3 115],[ 8  2  4 25]
pk,1947729121,[ 26  12   2 116],[ 6  4  0 29]
wf2f,1291312215,"[1399  358    0    7    0 1662   15    0  172   20   70    0  600   36
    0   25]",[346  93   0   2   0 417   3   0  48   4  14   0 152   8   0   5]
pk,1062239611,[ 27  11   4 114],[ 7  3  1 28]
pk,150112056,[ 27  11   5 113],[ 8  2  1 28]
pk,1565921456,[ 28  10   4 114],[ 7  3  2 27]
wf4f,730575025,"[1420  337    0    7    1 1662   14    0  163   29   70    0  611   35
    0   15]",[365  75   0   1   0 416   4   0  48   4  14   0 151   9   0   5]
pk,164662770,[ 28  10   2 116],[ 5  5  0 29]
pk,835526394,[ 28  10   3 115],[ 5  5  0 29]
pk,992352623,[ 30   8   3 115],[ 5  5  1 28]
wf2f,172788376,"[1401  357    0    6    0 1660   17    0  172   22   68    0  610   36
    0   15]",[346  93   0   2   0 419   1   0  47   3  16   0 151   8   0   6]
pk,1216982159,[ 29   9   2 116],[ 5  5  3 26]
pk,172788376,[ 26  12   4 114],[ 6  4  0 29]
pk,293835627,[ 28  10   2 116],[ 6  4  0 29]
pk,2063848834,[ 25  13   2 116],[ 6  4  1 28]
pk,318237287,[ 30   8   3 115],[ 5  5  2 27]
pk,2026330702,[ 24  14   4 114],[ 7  3  1 28]
pk,54454491,[ 28  10   2 116],[ 6  4  2 27]
pk,702861175,[ 27  11   4 114],[ 8  2  0 29]
pk,1291312215,[ 25  13   2 116],[ 7  3  1 28]
pk,1551589007,[ 27  11   2 116],[ 7  3  1 28]
pk,1586326972,[ 26  12   2 116],[ 7  3  0 29]
pk,1717248433,[ 28  10   3 115],[ 6  4  1 28]
pk,1040585337,[ 25  13   4 114],[ 8  2  1 28]
pk,63040297,[ 28  10   3 115],[ 4  6  0 29]
pk,399499449,[ 26  12   3 115],[ 8  2  2 27]
wf4f,399499449,"[1427  331    0    6    3 1662   12    0  163   24   75    0  603   42
    0   16]",[358  81   0   2   1 413   6   0  47  10   9   0 152   7   0   6]
pk,730575025,[ 30   8   2 116],[ 4  6  0 29]
pk,674751741,[ 28  10   3 115],[ 5  5  0 29]
wf2f,1551589007,"[1401  355    0    8    0 1662   15    0  175   19   68    0  606   35
    0   20]",[333 108   0   0   0 417   3   0  45   5  16   0 155   9   0   1]
pk,1208057369,[ 26  12   3 115],[ 5  5  0 29]
pk,1372041979,[ 29   9   2 116],[ 4  6  1 28]
pk,368961245,[ 30   8   1 117],[ 3  7  0 29]
pk,1896513159,[ 29   9   3 115],[ 6  4  0 29]
pk,834749963,[ 28  10   1 117],[ 6  4  3 26]
pk,975070137,[ 27  11   3 115],[ 7  3  0 29]
pk,1292477511,[ 26  12   2 116],[ 8  2  2 27]
pk,2006175329,[ 28  10   4 114],[ 6  4  1 28]
wf4f,1208057369,"[1426  332    0    6    1 1663   13    0  163   28   71    0  608   40
    0   13]",[349  90   0   2   1 414   5   0  47   6  13   0 151   7   0   7]
pk,76675552,[ 27  11   4 114],[ 6  4  2 27]
pk,831782023,[ 25  13   2 116],[ 9  1  1 28]
pk,1538414818,[ 26  12   2 116],[ 7  3  2 27]
wf4f,368961245,"[1413  343    0    8    3 1660   14    0  161   26   75    0  608   40
    0   13]",[368  73   0   0   1 415   4   0  48   9   9   0 150   7   0   8]
